dataset,additional_info,embedding_model,embedding_max_length,dr_method,dr_parameter,mn_ratio,fp_ratio,dimension_size,trustworthiness_ten_neigh,trustworthiness_fifty_neigh,trustworthiness_hundred_neigh,continuity_ten_neigh,continuity_fifty_neigh,continuity_hundred_neigh,pearson_corr,spearman_corr,ALS,AGS,Q,B,Q-B,NUM,Ss
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,50,0.9202,0.9061,0.8977,0.9583,0.9369,0.923,0.3887,0.4173,0.9237,0.4030,1.7601,0.2711,1.4890,1.22024767977653,0.6101
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,5,0.8834,0.8749,0.8697,0.9388,0.9232,0.9156,0.5759,0.562,0.9009,0.56895,2.16055701361111,0.110212933611111,2.05034408,1.4319022592342,0.716
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,10,0.9409,0.9301,0.9239,0.9684,0.9561,0.9494,0.6412,0.6253,0.9448,0.6333,2.4902,0.0971,2.3932,1.5469901098585,0.7735
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,50,0.9921,0.985,0.9803,0.9957,0.9907,0.9872,0.7945,0.7793,0.9885,0.7869,3.15204516,0.04064256,3.1114026,1.76391683477425,0.882
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,5,0.9465,0.9237,0.9111,0.9674,0.9394,0.9234,0.4114,0.4295,0.9353,0.4205,1.8379,0.2650,1.5729,1.25415447613123,0.6271
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,10,0.9529,0.9273,0.9137,0.9679,0.9399,0.9241,0.4139,0.4325,0.9376,0.4232,1.8519,0.2646,1.5872,1.25985146214412,0.6299
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,50,0.9536,0.9278,0.9145,0.9678,0.9399,0.9241,0.4097,0.433,0.9380,0.42135,1.84769649,0.26687556,1.58082093,1.25730701501264,0.6287
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,5,0.9732,0.9637,0.9586,0.9808,0.9689,0.9615,0.5229,0.5261,0.9678,0.5245,2.2269,0.1965,2.0304,1.42492436056562,0.7125
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,10,0.9736,0.9639,0.9587,0.9809,0.969,0.9616,0.5239,0.5279,0.96795,0.5259,2.2315878225,0.1954082025,2.03617962,1.42694765846544,0.7135
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,50,0.9735,0.9639,0.9587,0.9809,0.969,0.9616,0.5198,0.5283,0.967933333333333,0.5241,2.22601426694444,0.197032413611111,2.02898185333333,1.42442334063063,0.7122
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,5,0.9218,0.9143,0.91,0.9719,0.957,0.9495,0.5677,0.5335,0.937416666666667,0.5506,2.21419360027778,0.149627133611111,2.06456646666667,1.43685993286286,0.7184
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,10,0.9713,0.9615,0.956,0.9866,0.9759,0.97,0.6052,0.54,0.970216666666667,0.5726,2.38028326694445,0.158099013611111,2.22218425333334,1.49069924979298,0.7453
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,50,0.9976,0.9938,0.9909,0.9982,0.9955,0.9934,0.7268,0.6523,0.9949,0.6896,2.8374,0.0932,2.7441,1.65654253793858,0.8283
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,5,0.9892,0.98,0.9729,0.9851,0.9693,0.9601,0.5689,0.5309,0.9761,0.5499,2.328676,0.18164644,2.14702956,1.46527456812708,0.7326
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,10,0.9901,0.9807,0.9736,0.9852,0.9695,0.9604,0.57,0.5321,0.9766,0.55105,2.33366360111111,0.181078617777777,2.15258498333333,1.46716903706878,0.7336
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,50,0.9903,0.9808,0.9736,0.9851,0.9693,0.9602,0.5737,0.536,0.9766,0.55485,2.34518596,0.17783089,2.16735507,1.47219396480219,0.7361
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,5,0.9735,0.964,0.9589,0.9811,0.9691,0.9617,0.5232,0.5266,0.96805,0.5249,2.2288997025,0.1963819225,2.03251778,1.42566397864293,0.7128
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,10,0.974,0.9642,0.9591,0.9812,0.9691,0.9618,0.525,0.5286,0.968233333333333,0.5268,2.23512466777778,0.194863387777777,2.04026128,1.42837714907513,0.7142
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,50,0.9739,0.9642,0.9591,0.9812,0.9691,0.9618,0.5206,0.529,0.9682,0.5248,2.22909876694445,0.196618340277778,2.03248042666667,1.42565087825409,0.7128
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,5,0.9221,0.9143,0.91,0.9718,0.9571,0.9495,0.5669,0.5324,0.937466666666667,0.5497,2.21151598027778,0.150401766944445,2.06111421333334,1.43565811157578,0.7178
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,10,0.9713,0.9615,0.956,0.9866,0.9759,0.97,0.6044,0.5388,0.970216666666667,0.5716,2.37719863361111,0.158895246944445,2.21830338666667,1.48939698759823,0.7447
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,50,0.9976,0.9939,0.9909,0.9982,0.9955,0.9934,0.7262,0.6515,0.9949,0.6889,2.8351,0.0937,2.7414,1.65571536905754,0.8279
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,5,0.989,0.9797,0.9727,0.985,0.9693,0.9601,0.5699,0.5306,0.975966666666667,0.5503,2.32933731361111,0.181234680277778,2.14810263333333,1.4656406903922,0.7328
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,10,0.9902,0.9808,0.9734,0.9852,0.9695,0.9604,0.5771,0.5378,0.9766,0.5575,2.3533,0.1757,2.1776,1.47566443226998,0.7378
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,50,0.9904,0.9809,0.9737,0.9851,0.9694,0.9603,0.5751,0.5369,0.9766,0.5560,2.3490,0.1769,2.1720,1.47378171156156,0.7369
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,5,0.9733,0.9635,0.9584,0.9813,0.9693,0.9619,0.5204,0.5261,0.9680,0.5233,2.2237,0.1978,2.0259,1.42334793708355,0.7117
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,10,0.9738,0.9638,0.9586,0.9813,0.9694,0.962,0.5219,0.5279,0.9682,0.5249,2.2292,0.1965,2.0327,1.42573761260619,0.7129
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,50,0.9737,0.9638,0.9586,0.9813,0.9694,0.962,0.5169,0.5282,0.9681,0.5226,2.2221,0.1985,2.0236,1.42253024338091,0.7113
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,5,0.9218,0.9142,0.9099,0.9717,0.9568,0.9492,0.5663,0.5318,0.9373,0.5491,2.2091,0.1507,2.0584,1.43472124586392,0.7174
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,10,0.9712,0.9613,0.9558,0.9865,0.9758,0.9699,0.6036,0.5384,0.9701,0.5710,2.3749,0.1593,2.2157,1.48851279246547,0.7443
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,50,0.9976,0.9938,0.9909,0.9982,0.9954,0.9933,0.7254,0.6508,0.9949,0.6881,2.8324,0.0941,2.7383,1.65477219378781,0.8274
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,5,0.9891,0.9798,0.9727,0.9851,0.9693,0.9602,0.5705,0.5302,0.9760,0.5504,2.3298,0.1812,2.1486,1.46582392530617,0.7329
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,10,0.9902,0.9808,0.9734,0.9851,0.9693,0.9601,0.577,0.5371,0.9765,0.55705,2.35172448444444,0.175924321111111,2.17580016333333,1.47505937620603,0.7375
20NG,from_organization_newsgroup_body,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,50,0.9902,0.9808,0.9735,0.9852,0.9694,0.9602,0.5754,0.5366,0.9766,0.5560,2.3487,0.1769,2.1718,1.47371883342787,0.7369
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,5,0.8909,0.8677,0.8561,0.9651,0.9421,0.9268,0.2094,0.2286,0.9081,0.2190,1.2704,0.4749,0.7955,0.891913785071182,0.446
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,10,0.8916,0.8681,0.8562,0.9651,0.9421,0.9268,0.2097,0.229,0.9083,0.21935,1.27163211111111,0.474675067777778,0.796957043333332,0.892724505843394,0.4464
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,50,0.8912,0.8678,0.8561,0.965,0.942,0.9268,0.2082,0.229,0.90815,0.2186,1.2695655625,0.4754792025,0.79408636,0.891115233850258,0.4456
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,5,0.8174,0.8122,0.8089,0.9553,0.9375,0.927,0.597,0.5128,0.8764,0.5549,2.04857198027778,0.103351533611111,1.94522044666667,1.39471159981792,0.6974
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,10,0.9159,0.9027,0.8953,0.9812,0.9685,0.9602,0.6924,0.6189,0.9373,0.6557,2.5375,0.0793,2.4582,1.56785298417932,0.7839
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,50,0.9962,0.9911,0.9871,0.9988,0.9966,0.9948,0.9013,0.8675,0.9941,0.8844,3.5288,0.0120,3.5167,1.87529415292641,0.9376
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,5,0.9148,0.885,0.869,0.9715,0.9453,0.9284,0.2055,0.2165,0.919,0.2110,1.2769,0.501264,0.775636,0.880701992730799,0.4404
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,10,0.9217,0.8888,0.8722,0.9719,0.9457,0.9288,0.2053,0.2165,0.9215,0.2109,1.2824,0.5050,0.7774,0.881698054891812,0.4408
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,50,0.9229,0.8904,0.8731,0.9721,0.946,0.9292,0.206,0.2181,0.922283333333333,0.21205,1.28671211111111,0.504431387777777,0.782280723333333,0.884466349463524,0.4422
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,5,0.881,0.8538,0.8397,0.9662,0.9431,0.9273,0.1766,0.1861,0.90185,0.1814,1.17332224,0.51912025,0.65420199,0.808827540332301,0.4044
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,10,0.8817,0.8546,0.8402,0.9663,0.9433,0.9275,0.1766,0.1869,0.9023,0.1818,1.1751,0.5191,0.6559,0.809906085090528,0.405
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,50,0.8824,0.8547,0.8402,0.9663,0.9432,0.9275,0.1759,0.1872,0.9024,0.1816,1.1749,0.5196,0.6553,0.809512678508908,0.4048
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,5,0.8041,0.799,0.7962,0.9575,0.9416,0.9318,0.6295,0.5546,0.8717,0.5921,2.1425640625,0.0782041225,2.06435994,1.4367880637032,0.7184
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,10,0.9095,0.8959,0.888,0.9833,0.9726,0.9651,0.7225,0.6601,0.935733333333333,0.6913,2.64723746777778,0.0597476544444443,2.58748981333334,1.60856762783954,0.8043
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,50,0.9963,0.9912,0.9872,0.999,0.9974,0.9958,0.917,0.8941,0.994483333333333,0.90555,3.61012666777778,0.00790913777777772,3.60221753,1.8979508766035,0.949
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,5,0.9024,0.8675,0.8492,0.9727,0.9461,0.9288,0.176,0.1836,0.9111,0.1798,1.19009917361111,0.534824066944445,0.655275106666665,0.809490646435563,0.4047
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,10,0.9088,0.8725,0.8534,0.973,0.9465,0.9291,0.1748,0.1812,0.913883333333333,0.1780,1.19220921361111,0.541524280277777,0.650684933333333,0.806650440608156,0.4033
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,50,0.9091,0.8725,0.8543,0.973,0.9463,0.929,0.1746,0.1814,0.914033333333333,0.1780,1.19253680111111,0.541745067777777,0.650791733333333,0.806716637570673,0.4034
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,5,0.8776,0.8494,0.8343,0.9684,0.9471,0.9319,0.1788,0.1831,0.9015,0.1810,1.1716,0.5191,0.6525,0.807755848013495,0.4039
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,10,0.8784,0.8498,0.8345,0.9685,0.9473,0.9321,0.179,0.1838,0.9018,0.1814,1.17325002777778,0.518928134444445,0.654321893333335,0.808901658629363,0.4045
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,50,0.8791,0.8508,0.8353,0.9685,0.9473,0.9321,0.1788,0.1847,0.9022,0.1818,1.1749,0.5190,0.6559,0.809868682771061,0.4049
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,5,0.7994,0.794,0.7908,0.9578,0.9424,0.9331,0.6195,0.5488,0.869583333333333,0.5842,2.11334060444444,0.0814721877777776,2.03186841666666,1.42543621978209,0.7127
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,10,0.9027,0.8879,0.8796,0.9825,0.9716,0.9642,0.7125,0.6519,0.9314,0.6822,2.6038,0.0621,2.5416,1.5942552493249,0.7971
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,50,0.9957,0.9901,0.9857,0.999,0.9974,0.996,0.9148,0.8924,0.993983333333333,0.9036,3.60082250694444,0.00816914694444438,3.59265336,1.89542959774295,0.9477
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,5,0.8969,0.8624,0.8443,0.9737,0.9487,0.9319,0.1775,0.1796,0.9097,0.1786,1.1842,0.5345,0.6497,0.806022350806725,0.403
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,10,0.9024,0.8658,0.8468,0.9742,0.9492,0.9324,0.1772,0.1792,0.9118,0.1782,1.1881,0.5382,0.6499,0.806183006518991,0.4031
20NG,from_organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,50,0.9035,0.8671,0.8483,0.9741,0.9491,0.9322,0.1768,0.1766,0.9124,0.1767,1.1861,0.5412,0.6449,0.803039563159871,0.4015
20NG,newsgroup_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,5,0.9762,0.9703,0.967,0.9858,0.9801,0.9769,0.8078,0.8771,0.97605,0.8425,3.30694225,0.01784896,3.28909329,1.81358575479628,0.9068
20NG,newsgroup_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,10,0.9762,0.9702,0.9669,0.9858,0.9801,0.9769,0.8078,0.8771,0.9760,0.8425,3.3068,0.0178,3.2890,1.81355478641626,0.9068
20NG,newsgroup_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,50,0.9762,0.9702,0.967,0.9858,0.9801,0.9769,0.8078,0.8771,0.976033333333333,0.8425,3.30688163361111,0.0178445069444444,3.28903712666667,1.81357027067237,0.9068
20NG,newsgroup_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,5,0.9796,0.9777,0.9768,0.9925,0.9898,0.9884,0.9778,0.9765,0.9841,0.9772,3.8466,0.0000,3.8466,1.96127090088714,0.9806
20NG,newsgroup_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,10,0.9954,0.994,0.9934,0.9978,0.9966,0.9961,0.9895,0.9895,0.99555,0.9895,3.9404235025,0.0000366025,3.9403869,1.98504078043752,0.9925
20NG,newsgroup_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,50,0.9998,0.9996,0.9994,0.9998,0.9997,0.9996,0.9977,0.9976,0.9997,0.9977,3.9892,0.0000,3.9892,1.99729899864792,0.9986
20NG,newsgroup_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,5,0.9836,0.9764,0.9726,0.988,0.9803,0.9764,0.8124,0.8753,0.97955,0.8439,3.32478756,0.01841449,3.30637307,1.81834349615247,0.9092
20NG,newsgroup_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,10,0.984,0.9767,0.9729,0.988,0.9803,0.9764,0.812,0.8755,0.979716666666667,0.84375,3.32503068444445,0.0184869344444445,3.30654375000001,1.8183904283734,0.9092
20NG,newsgroup_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,50,0.9841,0.9769,0.973,0.988,0.9803,0.9764,0.8138,0.8757,0.979783333333333,0.8448,3.32892188444444,0.018234001111111,3.31068788333333,1.81952957748241,0.9098
20NG,newsgroup_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,5,0.9761,0.9701,0.9668,0.9857,0.9799,0.9767,0.807,0.8752,0.9759,0.8411,3.30142843361111,0.0181665469444444,3.28326188666667,1.81197734165377,0.906
20NG,newsgroup_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,10,0.9761,0.9701,0.9668,0.9857,0.9799,0.9767,0.807,0.8752,0.9759,0.8411,3.30142843361111,0.0181665469444444,3.28326188666667,1.81197734165377,0.906
20NG,newsgroup_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,50,0.9761,0.9701,0.9668,0.9857,0.9799,0.9767,0.807,0.8752,0.9759,0.8411,3.30142843361111,0.0181665469444444,3.28326188666667,1.81197734165377,0.906
20NG,newsgroup_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,5,0.9797,0.9778,0.9769,0.9926,0.9898,0.9885,0.9777,0.9763,0.9842,0.9770,3.8464,0.0001,3.8463,1.96120338907859,0.9806
20NG,newsgroup_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,10,0.9954,0.994,0.9934,0.9978,0.9966,0.9961,0.9894,0.9894,0.99555,0.9894,3.9400265025,0.0000378225,3.93998868,1.98494047265907,0.9925
20NG,newsgroup_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,50,0.9998,0.9996,0.9994,0.9998,0.9997,0.9996,0.9977,0.9975,0.9997,0.9976,3.9890,0.0000,3.9890,1.99724894792812,0.9986
20NG,newsgroup_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,5,0.9835,0.9764,0.9726,0.9879,0.9802,0.9763,0.8146,0.8758,0.9795,0.8452,3.3295,0.0180,3.3114,1.8197354899362,0.9099
20NG,newsgroup_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,10,0.9836,0.9765,0.9726,0.988,0.9802,0.9763,0.8128,0.8751,0.979533333333333,0.8440,3.32509146694444,0.0183828402777777,3.30670862666666,1.81843576368995,0.9092
20NG,newsgroup_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,50,0.9839,0.9768,0.9728,0.988,0.9802,0.9763,0.8139,0.8758,0.979666666666667,0.8449,3.32886106694445,0.0181755336111112,3.31068553333334,1.81952893171099,0.9098
20NG,newsgroup_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,5,0.9763,0.9703,0.967,0.9858,0.9801,0.9768,0.8071,0.8755,0.97605,0.8413,3.3027610225,0.0181575625,3.28460346,1.81234749979136,0.9062
20NG,newsgroup_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,10,0.9762,0.9702,0.967,0.9858,0.9801,0.9768,0.8071,0.8755,0.976016666666667,0.8413,3.30263986694445,0.0181485802777779,3.28449128666667,1.8123165525555,0.9062
20NG,newsgroup_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,50,0.9763,0.9703,0.967,0.9858,0.9801,0.9768,0.8071,0.8755,0.97605,0.8413,3.3027610225,0.0181575625,3.28460346,1.81234749979136,0.9062
20NG,newsgroup_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,5,0.9797,0.9777,0.9769,0.9926,0.9898,0.9885,0.9776,0.9762,0.9842,0.9769,3.8459,0.0001,3.8459,1.9610864131904,0.9805
20NG,newsgroup_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,10,0.9954,0.994,0.9934,0.9978,0.9966,0.9961,0.9894,0.9894,0.99555,0.9894,3.9400265025,0.0000378225,3.93998868,1.98494047265907,0.9925
20NG,newsgroup_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,50,0.9998,0.9996,0.9994,0.9998,0.9997,0.9996,0.9977,0.9975,0.9997,0.9976,3.9890,0.0000,3.9890,1.99724894792812,0.9986
20NG,newsgroup_body,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,5,0.9837,0.9765,0.9727,0.9879,0.9801,0.9762,0.812,0.8745,0.9795,0.84325,3.32247832111111,0.0185686044444445,3.30390971666667,1.81766600800771,0.9088
20NG,newsgroup_body,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,10,0.9836,0.976,0.9722,0.988,0.9802,0.9763,0.8127,0.8749,0.979383333333333,0.8438,3.32399746694444,0.0183828402777777,3.30561462666666,1.81813493081967,0.9091
20NG,newsgroup_body,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,50,0.9837,0.9762,0.9723,0.988,0.9802,0.9763,0.8121,0.8745,0.97945,0.8433,3.3224175625,0.0185368225,3.30388074,1.8176580371456,0.9088
20NG,newsgroup_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,5,0.9343,0.9192,0.9088,0.9686,0.9549,0.9459,0.4714,0.5233,0.9386,0.4974,2.0620,0.1947,1.8673,1.36648600309944,0.6832
20NG,newsgroup_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,10,0.937,0.9207,0.91,0.9688,0.9551,0.946,0.4721,0.5239,0.9396,0.4980,2.06669376,0.19501056,1.8716832,1.36809473356197,0.684
20NG,newsgroup_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,50,0.9368,0.9206,0.9099,0.9688,0.955,0.946,0.472,0.5238,0.939516666666667,0.4979,2.06616667361111,0.195025280277778,1.87114139333333,1.3678967041898,0.6839
20NG,newsgroup_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,5,0.8896,0.8829,0.8793,0.9685,0.9573,0.9511,0.7813,0.7468,0.9215,0.7641,2.8409,0.0248,2.8161,1.6781345267886,0.8391
20NG,newsgroup_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,10,0.9553,0.9464,0.9414,0.9884,0.9821,0.9782,0.8724,0.8362,0.9653,0.8543,3.3109,0.0123,3.2986,1.81621121018454,0.9081
20NG,newsgroup_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,50,0.9988,0.9974,0.9963,0.9996,0.999,0.9986,0.9699,0.9578,0.998283333333333,0.9639,3.84996721777778,0.00118565444444442,3.84878156333334,1.96183117605296,0.9809
20NG,newsgroup_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,5,0.941,0.9208,0.9086,0.9715,0.9513,0.9405,0.6068,0.57,0.93895,0.5884,2.3327980225,0.1228853025,2.20991272,1.48657751900128,0.7433
20NG,newsgroup_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,10,0.9457,0.9255,0.9132,0.9719,0.9512,0.9401,0.607,0.5723,0.9413,0.58965,2.34370584027778,0.123634280277778,2.22007156,1.48999045634527,0.745
20NG,newsgroup_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,50,0.9459,0.925,0.9128,0.9719,0.951,0.94,0.6011,0.5701,0.9411,0.5856,2.33081289,0.12638025,2.20443264,1.484733188152,0.7424
20NG,newsgroup_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,5,0.9296,0.9139,0.9038,0.9688,0.9554,0.9462,0.4417,0.4756,0.9363,0.4587,1.9458,0.2281,1.7177,1.31061260612483,0.6553
20NG,newsgroup_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,10,0.9311,0.9152,0.9048,0.9689,0.9554,0.9462,0.4419,0.4759,0.9369,0.4589,1.9484,0.2285,1.7198,1.31142473160554,0.6557
20NG,newsgroup_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,50,0.931,0.9151,0.9048,0.9688,0.9554,0.9462,0.4417,0.4758,0.936883333333333,0.4588,1.94779240111111,0.228611484444444,1.71918091666667,1.31117539508133,0.6556
20NG,newsgroup_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,5,0.8869,0.8808,0.8775,0.969,0.958,0.9521,0.7815,0.7488,0.920716666666667,0.7652,2.84214641777778,0.0242009877777779,2.81794543,1.67867371159496,0.8393
20NG,newsgroup_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,10,0.9514,0.9426,0.938,0.9888,0.9827,0.979,0.8672,0.8321,0.96375,0.8497,3.28841956,0.01301881,3.27540075,1.80980682670831,0.9049
20NG,newsgroup_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,50,0.9985,0.9969,0.9957,0.9995,0.999,0.9985,0.9685,0.9578,0.998016666666667,0.9632,3.84617469444445,0.00121568444444447,3.84495901000001,1.96085670307649,0.9804
