dataset,additional_info,embedding_model,embedding_max_length,dr_method,dr_parameter,mn_ratio,fp_ratio,dimension_size,trustworthiness_ten_neigh,trustworthiness_fifty_neigh,trustworthiness_hundred_neigh,continuity_ten_neigh,continuity_fifty_neigh,continuity_hundred_neigh,pearson_corr,spearman_corr,ALS,AGS,Q,B,Q-B,NUM,Ss
20NG,organization_newsgroup_body,google/bigbird-roberta-base,4096,UMAP,30,N/A,N/A,50,0.9765,0.9637,0.9558,0.9783,0.9622,0.9522,0.5007,0.5056,0.9648,0.5032,2.1548,0.2131,1.9417,1.39345718867379,0.6967
20NG,organization_newsgroup_body,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,5,0.9297,0.922,0.9188,0.9619,0.9438,0.9338,0.4956,0.5039,0.935,0.4998,2.0585075625,0.1894425625,1.869065,1.36713752051504,0.6836
20NG,organization_newsgroup_body,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,10,0.931,0.9229,0.9194,0.962,0.9439,0.9339,0.4958,0.5048,0.935516666666667,0.5003,2.06156950027778,0.189413546944445,1.87215595333334,1.36826750064939,0.6841
20NG,organization_newsgroup_body,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,50,0.9309,0.9228,0.9193,0.9619,0.944,0.934,0.4926,0.5049,0.935483333333333,0.4988,2.05702525444444,0.190736004444444,1.86628925,1.36612197478849,0.6831
20NG,organization_newsgroup_body,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,5,0.8942,0.887,0.8831,0.9512,0.9393,0.9331,0.6522,0.6402,0.91465,0.6462,2.4362527225,0.0720654025,2.36418732,1.53759140216119,0.7688
20NG,organization_newsgroup_body,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,10,0.9528,0.9432,0.9382,0.9758,0.9669,0.9619,0.7153,0.6992,0.9565,0.7073,2.7680,0.0621,2.7058,1.64494504467475,0.8225
20NG,organization_newsgroup_body,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,50,0.9948,0.9899,0.9866,0.9962,0.9924,0.9899,0.8299,0.8146,0.9916,0.8223,3.2902,0.0287,3.2615,1.80595737306652,0.903
20NG,organization_newsgroup_body,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,5,0.9618,0.9454,0.9366,0.9709,0.9484,0.9364,0.4984,0.5079,0.9499,0.5032,2.1114,0.1996,1.9118,1.3826793855892,0.6913
20NG,organization_newsgroup_body,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,10,0.9655,0.9479,0.9385,0.9712,0.9486,0.9366,0.5009,0.5096,0.9514,0.5053,2.1218,0.1990,1.9227,1.38663106725137,0.6933
20NG,organization_newsgroup_body,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,50,0.9666,0.9483,0.9389,0.9713,0.9489,0.937,0.4986,0.5105,0.9518,0.5046,2.1211,0.2001,1.9210,1.38599784752117,0.693
20NG,organization_newsgroup_body,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,5,0.926,0.9148,0.9098,0.9644,0.947,0.9364,0.4526,0.4626,0.933066666666667,0.4576,1.93395377777778,0.226068551111111,1.70788522666667,1.30686082911176,0.6534
20NG,organization_newsgroup_body,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,10,0.927,0.9157,0.9105,0.9644,0.947,0.9364,0.4518,0.463,0.9335,0.4574,1.93460281,0.22667121,1.7079316,1.30687857125289,0.6534
20NG,organization_newsgroup_body,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,50,0.9267,0.9155,0.9103,0.9644,0.947,0.9364,0.4483,0.4631,0.933383333333333,0.4557,1.92955250694444,0.228181366944444,1.70137114,1.30436618324763,0.6522
20NG,organization_newsgroup_body,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,5,0.8908,0.8836,0.8794,0.9509,0.9387,0.9325,0.6439,0.6294,0.9127,0.6367,2.4003,0.0762,2.3242,1.52451778933537,0.7623
20NG,organization_newsgroup_body,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,10,0.9508,0.941,0.9357,0.9766,0.9677,0.9627,0.7071,0.6906,0.95575,0.6989,2.73770116,0.06599761,2.67170355,1.63453465854964,0.8173
20NG,organization_newsgroup_body,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,50,0.9945,0.9894,0.986,0.9966,0.9932,0.9907,0.839,0.8255,0.991733333333333,0.83225,3.32691520027778,0.025434933611111,3.30148026666667,1.81699759676965,0.9085
20NG,organization_newsgroup_body,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,5,0.9565,0.9383,0.9282,0.9715,0.9485,0.9357,0.4546,0.4632,0.9465,0.4589,1.9750,0.2377,1.7373,1.31806813936154,0.659
20NG,organization_newsgroup_body,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,10,0.961,0.9406,0.9301,0.9717,0.9485,0.9356,0.4499,0.4643,0.947916666666667,0.4571,1.97407183361111,0.240901000277778,1.73317083333333,1.3164994619571,0.6582
20NG,organization_newsgroup_body,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,50,0.9615,0.9417,0.931,0.972,0.9491,0.9364,0.4521,0.4654,0.948616666666667,0.4588,1.98068093444445,0.239969351111111,1.74071158333334,1.31936029322295,0.6597
20NG,organization_newsgroup_body,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,5,0.9243,0.9112,0.9047,0.9627,0.9434,0.9312,0.4154,0.4325,0.9296,0.4240,1.8321,0.2557,1.5764,1.25554267815422,0.6278
20NG,organization_newsgroup_body,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,10,0.9255,0.9119,0.9051,0.9627,0.9434,0.9312,0.4149,0.4328,0.9300,0.4239,1.8328,0.2562,1.5767,1.2556534102477,0.6278
20NG,organization_newsgroup_body,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,50,0.9251,0.9117,0.9049,0.9627,0.9434,0.9312,0.4116,0.4328,0.9298,0.4222,1.8280,0.2577,1.5703,1.25311712674168,0.6266
20NG,organization_newsgroup_body,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,5,0.8859,0.8779,0.8731,0.9435,0.9285,0.921,0.613,0.599,0.9050,0.606,2.28307063361111,0.0893910336111109,2.1936796,1.48110755855205,0.7406
20NG,organization_newsgroup_body,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,10,0.9463,0.9355,0.9296,0.9734,0.9626,0.9565,0.6821,0.6671,0.9507,0.6746,2.6414,0.0762,2.5652,1.6016347773447,0.8008
20NG,organization_newsgroup_body,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,50,0.9936,0.9877,0.9838,0.9963,0.9923,0.9895,0.83,0.817,0.9905,0.8235,3.29071693444444,0.0279001344444443,3.2628168,1.80632688071678,0.9032
20NG,organization_newsgroup_body,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,5,0.9518,0.9319,0.9213,0.971,0.9467,0.9327,0.4037,0.4386,0.942566666666667,0.4212,1.85972314694445,0.271875340277778,1.58784780666667,1.26009833214185,0.63
20NG,organization_newsgroup_body,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,10,0.9556,0.934,0.923,0.9712,0.9469,0.9328,0.4127,0.4375,0.943916666666667,0.4251,1.87420663361111,0.269170733611111,1.6050359,1.2669001144526,0.6335
20NG,organization_newsgroup_body,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,50,0.9553,0.9339,0.9229,0.9711,0.9467,0.9326,0.4087,0.4386,0.9438,0.4237,1.8698,0.2705,1.5993,1.26462593283548,0.6323
20NG,organization_newsgroup_body,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,5,0.9708,0.9604,0.9556,0.9793,0.9672,0.9597,0.5155,0.512,0.9655,0.51375,2.1881805625,0.2040780625,1.9841025,1.4085817335178,0.7043
20NG,organization_newsgroup_body,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,10,0.971,0.9606,0.9558,0.9793,0.9672,0.9597,0.5147,0.5117,0.9656,0.5132,2.18684944,0.20466576,1.98218368,1.40790045102628,0.704
20NG,organization_newsgroup_body,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,50,0.971,0.9606,0.9557,0.9793,0.9672,0.9597,0.5114,0.5124,0.965583333333333,0.5119,2.18295700027778,0.205828566944444,1.97712843333334,1.40610399093856,0.7031
20NG,organization_newsgroup_body,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,5,0.9184,0.9104,0.9064,0.9681,0.9515,0.9433,0.5451,0.51,0.9330,0.52755,2.13325498777778,0.164403217777778,1.96885177,1.40315778514036,0.7016
20NG,organization_newsgroup_body,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,10,0.9693,0.9592,0.954,0.9856,0.9751,0.9694,0.6175,0.5576,0.968766666666667,0.5876,2.42212156694445,0.145326146944445,2.27679542000001,1.5089053714531,0.7545
20NG,organization_newsgroup_body,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,50,0.997,0.9926,0.9894,0.9979,0.9946,0.9922,0.7128,0.6423,0.99395,0.6776,2.79391225,0.10010896,2.69380329,1.64128099056804,0.8206
20NG,organization_newsgroup_body,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,5,0.9872,0.9779,0.9709,0.9839,0.9688,0.9599,0.5489,0.5132,0.9748,0.5311,2.2675,0.1969,2.0706,1.43895773160066,0.7195
20NG,organization_newsgroup_body,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,10,0.9883,0.9786,0.9712,0.9841,0.9691,0.9603,0.5531,0.5199,0.9753,0.5365,2.2854,0.1925,2.0929,1.44669356349804,0.7233
20NG,organization_newsgroup_body,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,50,0.9884,0.9788,0.9715,0.9842,0.9692,0.9603,0.5541,0.5194,0.9754,0.5368,2.2866,0.1924,2.0942,1.4471295035345,0.7236
20NG,organization_newsgroup_body,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,5,0.9704,0.9602,0.9554,0.9796,0.9674,0.9598,0.5157,0.514,0.9655,0.51485,2.19133743361111,0.203055380277778,1.98828205333333,1.41006455644177,0.705
20NG,organization_newsgroup_body,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,10,0.9708,0.9606,0.9556,0.9796,0.9674,0.9598,0.5151,0.5136,0.9656,0.5144,2.1904,0.2037,1.9867,1.40950133735304,0.7048
20NG,organization_newsgroup_body,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,50,0.9709,0.9606,0.9556,0.9796,0.9674,0.9599,0.5115,0.5142,0.9657,0.5129,2.1860,0.2050,1.9810,1.40746886288827,0.7037
20NG,organization_newsgroup_body,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,5,0.9186,0.9106,0.9064,0.9681,0.9516,0.9433,0.5444,0.5092,0.9331,0.5268,2.1313,0.1651,1.9662,1.40222263567523,0.7011
20NG,organization_newsgroup_body,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,10,0.9692,0.9593,0.954,0.9856,0.9751,0.9694,0.6165,0.5563,0.968766666666667,0.5864,2.41854336111111,0.146204267777778,2.27233909333333,1.50742797285089,0.7537
20NG,organization_newsgroup_body,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,50,0.997,0.9927,0.9894,0.9979,0.9946,0.9922,0.7126,0.6418,0.993966666666667,0.6772,2.79279802777778,0.100341121111111,2.69245690666667,1.64087077695554,0.8204
20NG,organization_newsgroup_body,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,5,0.9871,0.9775,0.9705,0.9841,0.9688,0.9599,0.5486,0.5133,0.9747,0.5310,2.2668,0.1969,2.0700,1.43873613633633,0.7194
20NG,organization_newsgroup_body,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,10,0.9882,0.9783,0.9709,0.9842,0.969,0.9601,0.5502,0.5162,0.975116666666667,0.5332,2.27501916694445,0.195290340277778,2.07972882666667,1.442126494683,0.7211
20NG,organization_newsgroup_body,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,50,0.9884,0.9784,0.9711,0.9842,0.969,0.9601,0.5506,0.5167,0.9752,0.5337,2.2766283225,0.1949664025,2.08166192,1.44279656223599,0.7214
20NG,organization_newsgroup_body,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,5,0.9702,0.9601,0.9552,0.9796,0.9675,0.96,0.5148,0.5106,0.9654,0.5127,2.1849,0.2050,1.9799,1.40709298910911,0.7035
20NG,organization_newsgroup_body,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,10,0.9705,0.9603,0.9554,0.9796,0.9675,0.96,0.5139,0.5097,0.9656,0.5118,2.1826,0.2059,1.9767,1.40594237435252,0.703
20NG,organization_newsgroup_body,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,50,0.9704,0.9603,0.9554,0.9796,0.9675,0.96,0.5098,0.5097,0.9655,0.5098,2.1765,0.2077,1.9687,1.40311170854878,0.7016
20NG,organization_newsgroup_body,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,5,0.9186,0.9104,0.9063,0.968,0.9513,0.9431,0.5439,0.5087,0.93295,0.5263,2.1294105625,0.1653642225,1.96404634,1.40144437634892,0.7007
20NG,organization_newsgroup_body,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,10,0.9691,0.9592,0.9539,0.9856,0.975,0.9694,0.6167,0.5565,0.9687,0.5866,2.41895809,0.14600041,2.27295768,1.50763313839939,0.7538
20NG,organization_newsgroup_body,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,50,0.997,0.9926,0.9894,0.9979,0.9946,0.9921,0.712,0.6413,0.993933333333333,0.67665,2.79084867361111,0.100668713611111,2.69017996,1.64017680754241,0.8201
20NG,organization_newsgroup_body,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,5,0.9871,0.9775,0.9703,0.984,0.9687,0.9598,0.5483,0.5117,0.974566666666667,0.5300,2.26372085444445,0.197639521111111,2.06608133333334,1.43738698106437,0.7187
20NG,organization_newsgroup_body,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,10,0.9882,0.9783,0.9709,0.9841,0.9689,0.96,0.5534,0.5172,0.9751,0.5353,2.2812,0.1934,2.0878,1.44492655407348,0.7225
20NG,organization_newsgroup_body,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,50,0.9882,0.9785,0.971,0.9841,0.969,0.9602,0.5523,0.5158,0.975166666666667,0.5341,2.27773494694445,0.194583913611111,2.08315103333334,1.44331252102008,0.7217
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,5,0.8728,0.8516,0.8392,0.966,0.9435,0.9286,0.1811,0.2025,0.900283333333333,0.1918,1.19264600694444,0.501948633611111,0.690697373333329,0.831082049699865,0.4155
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,10,0.8734,0.8518,0.8393,0.9661,0.9435,0.9287,0.1812,0.2033,0.9005,0.1923,1.1940,0.5016,0.6925,0.832141133862919,0.4161
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,50,0.8731,0.8517,0.8392,0.9661,0.9435,0.9286,0.1802,0.2029,0.9004,0.1916,1.1923,0.5024,0.6899,0.830578677790373,0.4153
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,5,0.8115,0.8077,0.8063,0.9591,0.9436,0.9346,0.7566,0.6261,0.8771,0.6914,2.4601,0.0345,2.4256,1.55744165861839,0.7787
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,10,0.9129,0.9006,0.8943,0.9829,0.9719,0.9647,0.8306,0.7244,0.9379,0.7775,2.9425,0.0257,2.9168,1.70786918897984,0.8539
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,50,0.9964,0.9917,0.9883,0.9988,0.9969,0.9953,0.9553,0.9186,0.9946,0.9370,3.7308,0.0033,3.7274,1.9306571299258,0.9653
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,5,0.8891,0.8586,0.8419,0.973,0.9468,0.9302,0.1686,0.1854,0.9066,0.1770,1.17418896,0.53231616,0.6418728,0.801169644956672,0.4006
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,10,0.8961,0.8619,0.8443,0.9735,0.9474,0.9308,0.1709,0.187,0.9090,0.17895,1.1836352025,0.5329730025,0.6506622,0.806636349292542,0.4033
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,50,0.8965,0.862,0.8446,0.9736,0.9476,0.9311,0.1709,0.1871,0.909233333333333,0.1790,1.18425178777778,0.533240721111111,0.651011066666669,0.806852568110599,0.4034
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,5,0.8663,0.8413,0.8266,0.968,0.9457,0.9301,0.169,0.1818,0.896333333333333,0.1754,1.14861233777778,0.519744871111111,0.628867466666669,0.793011643462231,0.3965
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,10,0.8673,0.842,0.8271,0.9681,0.9458,0.9302,0.1688,0.1825,0.89675,0.1757,1.15004176,0.51998521,0.63005655,0.793761015671594,0.3969
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,50,0.8674,0.8421,0.8272,0.9681,0.9458,0.9302,0.1682,0.1827,0.8968,0.1755,1.1497,0.5203,0.6294,0.793331103638323,0.3967
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,5,0.7888,0.7859,0.7839,0.9598,0.9456,0.9368,0.7768,0.6685,0.8668,0.7227,2.5264,0.0208,2.5056,1.58289989576094,0.7914
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,10,0.8991,0.8861,0.8792,0.9844,0.9747,0.9681,0.8489,0.7689,0.9319,0.8089,3.0305,0.0151,3.0154,1.73648020240178,0.8682
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,50,0.9961,0.9911,0.9873,0.999,0.9975,0.9962,0.9615,0.9402,0.994533333333333,0.9509,3.78451631361111,0.00190823361111108,3.78260808,1.94489281966899,0.9724
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,5,0.869,0.8335,0.8146,0.9737,0.9476,0.9302,0.1436,0.1514,0.894766666666667,0.1475,1.08631980444444,0.558407471111112,0.527912333333328,0.726575758839591,0.3633
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,10,0.8751,0.837,0.8178,0.9742,0.9481,0.9308,0.1485,0.1538,0.897166666666667,0.1512,1.09896783361111,0.556540866944445,0.542426966666665,0.736496413206925,0.3682
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,50,0.8756,0.8369,0.8177,0.9742,0.9481,0.9308,0.1472,0.1535,0.8972,0.1504,1.0974,0.5578,0.5396,0.734565247839381,0.3673
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,5,0.8594,0.8367,0.8221,0.9689,0.9482,0.9334,0.1728,0.1838,0.8948,0.1783,1.1515,0.5133,0.6382,0.798848842606244,0.3994
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,10,0.8599,0.837,0.8224,0.9689,0.9482,0.9335,0.1728,0.1846,0.894983333333333,0.1787,1.15279590027778,0.513061813611111,0.639734086666669,0.799833786899921,0.3999
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,50,0.8599,0.837,0.8225,0.9689,0.9482,0.9335,0.1722,0.1849,0.895,0.1786,1.1525096025,0.5133006025,0.639209,0.799505472151379,0.3998
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,5,0.7843,0.7797,0.7777,0.9594,0.9455,0.9373,0.7727,0.6681,0.8640,0.7204,2.5103,0.0206,2.4897,1.57786386400517,0.7889
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,10,0.8935,0.88,0.8728,0.9847,0.9756,0.9694,0.8475,0.7714,0.929333333333333,0.8095,3.02336748027778,0.014372013611111,3.00899546666667,1.73464563143792,0.8673
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,50,0.9955,0.9901,0.9859,0.9991,0.9976,0.9963,0.9607,0.9409,0.9941,0.9508,3.7826,0.0019,3.7807,1.94440163889391,0.9722
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,5,0.8631,0.8285,0.8095,0.9749,0.9499,0.933,0.1443,0.1482,0.8932,0.1463,1.0804,0.5579,0.5225,0.722836599792789,0.3614
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,10,0.8701,0.8317,0.8122,0.9753,0.9503,0.9334,0.1449,0.1492,0.8955,0.1471,1.0869,0.5602,0.5267,0.72576380455352,0.3629
20NG,organization_newsgroup_body,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,50,0.8713,0.8327,0.8127,0.9753,0.9503,0.9335,0.1448,0.1501,0.8960,0.1475,1.0887,0.5603,0.5284,0.726939571078643,0.3635
20NG,subject_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,5,0.9746,0.9682,0.9648,0.9845,0.9788,0.9755,0.8138,0.8778,0.9744,0.8458,3.3131,0.0165,3.2966,1.8156514202897,0.9078
20NG,subject_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,10,0.9746,0.9682,0.9647,0.9845,0.9788,0.9755,0.8138,0.8778,0.9744,0.8458,3.3131,0.0165,3.2965,1.81563589227943,0.9078
20NG,subject_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,50,0.9746,0.9682,0.9648,0.9845,0.9788,0.9755,0.8138,0.8778,0.9744,0.8458,3.3131,0.0165,3.2966,1.8156514202897,0.9078
20NG,subject_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,5,0.9778,0.9758,0.9749,0.992,0.9891,0.9877,0.9763,0.9741,0.982883333333333,0.9752,3.83409034027778,0.000059033611111106,3.83403130666667,1.95806825893958,0.979
20NG,subject_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,10,0.995,0.9935,0.9927,0.9976,0.9964,0.9958,0.9882,0.9875,0.995166666666667,0.9879,3.93235510027778,0.000053533611111116,3.93230156666667,1.98300316859723,0.9915
20NG,subject_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,50,0.9997,0.9995,0.9993,0.9998,0.9997,0.9995,0.9973,0.9969,0.9996,0.9971,3.9867,0.0000,3.9867,1.99668178903567,0.9983
20NG,subject_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,5,0.9823,0.9747,0.9706,0.9877,0.9801,0.9762,0.8156,0.8766,0.9786,0.8461,3.3295,0.0176,3.3120,1.81988291931102,0.9099
20NG,subject_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,10,0.9825,0.975,0.9709,0.9878,0.9801,0.9762,0.8155,0.8768,0.97875,0.8462,3.33026001,0.01758276,3.31267725,1.82007616598867,0.91
20NG,subject_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,50,0.9825,0.9751,0.971,0.9877,0.98,0.9761,0.8163,0.8767,0.978733333333333,0.8465,3.33147672111111,0.0174856544444444,3.31399106666667,1.82043705375019,0.9102
20NG,subject_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,5,0.9746,0.9684,0.9649,0.985,0.9792,0.9759,0.814,0.8768,0.974666666666667,0.8454,3.31264267111111,0.0167098711111112,3.2959328,1.81547040736003,0.9077
20NG,subject_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,10,0.9746,0.9684,0.9649,0.985,0.9792,0.9759,0.814,0.8768,0.974666666666667,0.8454,3.31264267111111,0.0167098711111112,3.2959328,1.81547040736003,0.9077
20NG,subject_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,50,0.9746,0.9684,0.9649,0.985,0.9792,0.9759,0.814,0.8768,0.974666666666667,0.8454,3.31264267111111,0.0167098711111112,3.2959328,1.81547040736003,0.9077
20NG,subject_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,5,0.9778,0.9759,0.975,0.992,0.9891,0.9877,0.9762,0.9739,0.982916666666667,0.9751,3.83363346777778,0.0000618844444444497,3.83357158333334,1.9579508633603,0.979
20NG,subject_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,10,0.995,0.9935,0.9927,0.9976,0.9964,0.9958,0.9881,0.9873,0.995166666666667,0.9877,3.93176021777778,0.0000557511111111161,3.93170446666667,1.98285260840706,0.9914
20NG,subject_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,50,0.9997,0.9995,0.9993,0.9998,0.9997,0.9995,0.9972,0.9969,0.9996,0.9971,3.9865,0.0000,3.9865,1.99663172618287,0.9983
20NG,subject_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,5,0.9822,0.9746,0.9704,0.9876,0.98,0.976,0.8188,0.8768,0.978466666666667,0.8478,3.33524993777778,0.0170737777777779,3.31817616,1.82158616595537,0.9108
20NG,subject_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,10,0.9825,0.9747,0.9707,0.9877,0.9799,0.976,0.8188,0.8762,0.9786,0.8475,3.3346,0.0172,3.3174,1.82137242210373,0.9107
20NG,subject_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,50,0.9823,0.9748,0.9706,0.9877,0.98,0.976,0.8212,0.8774,0.978566666666667,0.8493,3.34109655111111,0.0167098711111112,3.32438668,1.82329007017534,0.9116
20NG,subject_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,5,0.9748,0.9686,0.9651,0.985,0.9792,0.9759,0.814,0.877,0.974766666666667,0.846,3.31337073777778,0.0167098711111112,3.29666086666667,1.81567091364781,0.9078
20NG,subject_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,10,0.9748,0.9686,0.9651,0.985,0.9792,0.9759,0.814,0.8769,0.974766666666667,0.84545,3.31318871361111,0.0167228002777779,3.29646591333333,1.81561722654675,0.9078
20NG,subject_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,50,0.9748,0.9686,0.9651,0.985,0.9792,0.9759,0.814,0.8769,0.974766666666667,0.84545,3.31318871361111,0.0167228002777779,3.29646591333333,1.81561722654675,0.9078
20NG,subject_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,5,0.9778,0.9759,0.975,0.992,0.9891,0.9877,0.976,0.9738,0.982916666666667,0.9749,3.83304610027778,0.0000642669444444498,3.83298183333334,1.9578002536861,0.9789
20NG,subject_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,10,0.995,0.9935,0.9927,0.9976,0.9964,0.9958,0.988,0.9873,0.995166666666667,0.98765,3.93156193361111,0.0000565002777777828,3.93150543333333,1.98280241913644,0.9914
