group1,group2,meandiff,p-adj,lower,upper,reject
from_newsgroup_body_PCA,subject_from_organization_newsgroup_body_PaCMAP,-0.177,0.0,-0.2978,-0.0563,True
from_newsgroup_body_PCA,subject_from_organization_newsgroup_body_UMAP,-0.1919,0.0,-0.3127,-0.0712,True
from_newsgroup_body_PCA,subject_newsgroup_body_PCA,0.0005,1.0,-0.1202,0.1213,False
from_newsgroup_body_PCA,subject_newsgroup_body_PaCMAP,-0.1878,0.0,-0.3086,-0.067,True
from_newsgroup_body_PCA,subject_newsgroup_body_UMAP,-0.2088,0.0,-0.3295,-0.088,True
from_newsgroup_body_PCA,subject_organization_body_PCA,-0.0157,1.0,-0.1364,0.1051,False
from_newsgroup_body_PCA,subject_organization_body_PaCMAP,-0.2148,0.0,-0.3356,-0.0941,True
from_newsgroup_body_PCA,subject_organization_body_UMAP,-0.2184,0.0,-0.3391,-0.0976,True
from_newsgroup_body_PCA,subject_organization_newsgroup_body_PCA,-0.0058,1.0,-0.1266,0.1149,False
from_newsgroup_body_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1904,0.0,-0.3112,-0.0697,True
from_newsgroup_body_PCA,subject_organization_newsgroup_body_UMAP,-0.2096,0.0,-0.3304,-0.0889,True
from_newsgroup_body_PaCMAP,from_newsgroup_body_UMAP,-0.0148,1.0,-0.1356,0.1059,False
from_newsgroup_body_PaCMAP,from_organization_body_PCA,0.1564,0.0003,0.0356,0.2771,True
from_newsgroup_body_PaCMAP,from_organization_body_PaCMAP,-0.0333,1.0,-0.154,0.0875,False
from_newsgroup_body_PaCMAP,from_organization_body_UMAP,-0.0412,1.0,-0.162,0.0795,False
from_newsgroup_body_PaCMAP,from_organization_newsgroup_body_PCA,0.158,0.0002,0.0373,0.2788,True
from_newsgroup_body_PaCMAP,from_organization_newsgroup_body_PaCMAP,-0.0137,1.0,-0.1345,0.107,False
from_newsgroup_body_PaCMAP,from_organization_newsgroup_body_UMAP,-0.0221,1.0,-0.1429,0.0986,False
from_newsgroup_body_PaCMAP,newsgroup_body_PCA,0.1783,0.0,0.0576,0.2991,True
from_newsgroup_body_PaCMAP,newsgroup_body_PaCMAP,-0.0095,1.0,-0.1302,0.1113,False
from_newsgroup_body_PaCMAP,newsgroup_body_UMAP,-0.024,1.0,-0.1447,0.0968,False
from_newsgroup_body_PaCMAP,organization_body_PCA,0.1606,0.0001,0.0398,0.2813,True
from_newsgroup_body_PaCMAP,organization_body_PaCMAP,-0.0689,0.9854,-0.1896,0.0519,False
from_newsgroup_body_PaCMAP,organization_body_UMAP,-0.0812,0.856,-0.2019,0.0396,False
from_newsgroup_body_PaCMAP,organization_newsgroup_body_PCA,0.1721,0.0,0.0513,0.2929,True
from_newsgroup_body_PaCMAP,organization_newsgroup_body_PaCMAP,-0.0237,1.0,-0.1444,0.0971,False
from_newsgroup_body_PaCMAP,organization_newsgroup_body_UMAP,-0.0414,1.0,-0.1622,0.0793,False
from_newsgroup_body_PaCMAP,subject_body_PCA,0.1555,0.0003,0.0348,0.2763,True
from_newsgroup_body_PaCMAP,subject_body_PaCMAP,-0.0414,1.0,-0.1622,0.0793,False
from_newsgroup_body_PaCMAP,subject_body_UMAP,-0.0559,0.9998,-0.1766,0.0649,False
from_newsgroup_body_PaCMAP,subject_from_body_PCA,0.154,0.0004,0.0333,0.2748,True
from_newsgroup_body_PaCMAP,subject_from_body_PaCMAP,-0.0219,1.0,-0.1427,0.0988,False
from_newsgroup_body_PaCMAP,subject_from_body_UMAP,-0.0254,1.0,-0.1462,0.0954,False
from_newsgroup_body_PaCMAP,subject_from_newsgroup_body_PCA,0.1607,0.0001,0.04,0.2815,True
from_newsgroup_body_PaCMAP,subject_from_newsgroup_body_PaCMAP,-0.0054,1.0,-0.1262,0.1153,False
from_newsgroup_body_PaCMAP,subject_from_newsgroup_body_UMAP,-0.0228,1.0,-0.1436,0.0979,False
from_newsgroup_body_PaCMAP,subject_from_organization_body_PCA,0.1496,0.0009,0.0289,0.2704,True
from_newsgroup_body_PaCMAP,subject_from_organization_body_PaCMAP,-0.0242,1.0,-0.1449,0.0966,False
from_newsgroup_body_PaCMAP,subject_from_organization_body_UMAP,-0.0231,1.0,-0.1438,0.0977,False
from_newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_PCA,0.1555,0.0003,0.0348,0.2763,True
from_newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_PaCMAP,-0.0074,1.0,-0.1281,0.1134,False
from_newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_UMAP,-0.0223,1.0,-0.143,0.0985,False
from_newsgroup_body_PaCMAP,subject_newsgroup_body_PCA,0.1702,0.0,0.0494,0.2909,True
from_newsgroup_body_PaCMAP,subject_newsgroup_body_PaCMAP,-0.0181,1.0,-0.1389,0.1026,False
from_newsgroup_body_PaCMAP,subject_newsgroup_body_UMAP,-0.0391,1.0,-0.1599,0.0817,False
from_newsgroup_body_PaCMAP,subject_organization_body_PCA,0.154,0.0004,0.0333,0.2748,True
from_newsgroup_body_PaCMAP,subject_organization_body_PaCMAP,-0.0452,1.0,-0.1659,0.0756,False
from_newsgroup_body_PaCMAP,subject_organization_body_UMAP,-0.0487,1.0,-0.1695,0.072,False
from_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_PCA,0.1639,0.0001,0.0431,0.2846,True
from_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_PaCMAP,-0.0208,1.0,-0.1415,0.1,False
from_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_UMAP,-0.04,1.0,-0.1607,0.0808,False
from_newsgroup_body_UMAP,from_organization_body_PCA,0.1712,0.0,0.0504,0.2919,True
from_newsgroup_body_UMAP,from_organization_body_PaCMAP,-0.0185,1.0,-0.1392,0.1023,False
from_newsgroup_body_UMAP,from_organization_body_UMAP,-0.0264,1.0,-0.1472,0.0943,False
from_newsgroup_body_UMAP,from_organization_newsgroup_body_PCA,0.1728,0.0,0.0521,0.2936,True
from_newsgroup_body_UMAP,from_organization_newsgroup_body_PaCMAP,0.0011,1.0,-0.1197,0.1218,False
from_newsgroup_body_UMAP,from_organization_newsgroup_body_UMAP,-0.0073,1.0,-0.1281,0.1135,False
from_newsgroup_body_UMAP,newsgroup_body_PCA,0.1931,0.0,0.0724,0.3139,True
from_newsgroup_body_UMAP,newsgroup_body_PaCMAP,0.0054,1.0,-0.1154,0.1261,False
from_newsgroup_body_UMAP,newsgroup_body_UMAP,-0.0092,1.0,-0.1299,0.1116,False
from_newsgroup_body_UMAP,organization_body_PCA,0.1754,0.0,0.0546,0.2961,True
from_newsgroup_body_UMAP,organization_body_PaCMAP,-0.0541,0.9999,-0.1748,0.0667,False
from_newsgroup_body_UMAP,organization_body_UMAP,-0.0664,0.9924,-0.1871,0.0544,False
from_newsgroup_body_UMAP,organization_newsgroup_body_PCA,0.1869,0.0,0.0662,0.3077,True
from_newsgroup_body_UMAP,organization_newsgroup_body_PaCMAP,-0.0089,1.0,-0.1296,0.1119,False
from_newsgroup_body_UMAP,organization_newsgroup_body_UMAP,-0.0266,1.0,-0.1474,0.0941,False
from_newsgroup_body_UMAP,subject_body_PCA,0.1704,0.0,0.0496,0.2911,True
from_newsgroup_body_UMAP,subject_body_PaCMAP,-0.0266,1.0,-0.1474,0.0941,False
from_newsgroup_body_UMAP,subject_body_UMAP,-0.041,1.0,-0.1618,0.0797,False
from_newsgroup_body_UMAP,subject_from_body_PCA,0.1688,0.0,0.0481,0.2896,True
from_newsgroup_body_UMAP,subject_from_body_PaCMAP,-0.0071,1.0,-0.1279,0.1136,False
from_newsgroup_body_UMAP,subject_from_body_UMAP,-0.0106,1.0,-0.1313,0.1102,False
from_newsgroup_body_UMAP,subject_from_newsgroup_body_PCA,0.1756,0.0,0.0548,0.2963,True
from_newsgroup_body_UMAP,subject_from_newsgroup_body_PaCMAP,0.0094,1.0,-0.1114,0.1301,False
from_newsgroup_body_UMAP,subject_from_newsgroup_body_UMAP,-0.008,1.0,-0.1288,0.1127,False
from_newsgroup_body_UMAP,subject_from_organization_body_PCA,0.1645,0.0001,0.0437,0.2852,True
from_newsgroup_body_UMAP,subject_from_organization_body_PaCMAP,-0.0094,1.0,-0.1301,0.1114,False
from_newsgroup_body_UMAP,subject_from_organization_body_UMAP,-0.0083,1.0,-0.129,0.1125,False
from_newsgroup_body_UMAP,subject_from_organization_newsgroup_body_PCA,0.1703,0.0,0.0496,0.2911,True
from_newsgroup_body_UMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0075,1.0,-0.1133,0.1282,False
from_newsgroup_body_UMAP,subject_from_organization_newsgroup_body_UMAP,-0.0075,1.0,-0.1282,0.1133,False
from_newsgroup_body_UMAP,subject_newsgroup_body_PCA,0.185,0.0,0.0642,0.3057,True
from_newsgroup_body_UMAP,subject_newsgroup_body_PaCMAP,-0.0033,1.0,-0.1241,0.1174,False
from_newsgroup_body_UMAP,subject_newsgroup_body_UMAP,-0.0243,1.0,-0.145,0.0965,False
from_newsgroup_body_UMAP,subject_organization_body_PCA,0.1688,0.0,0.0481,0.2896,True
from_newsgroup_body_UMAP,subject_organization_body_PaCMAP,-0.0303,1.0,-0.1511,0.0904,False
from_newsgroup_body_UMAP,subject_organization_body_UMAP,-0.0339,1.0,-0.1547,0.0868,False
from_newsgroup_body_UMAP,subject_organization_newsgroup_body_PCA,0.1787,0.0,0.0579,0.2994,True
from_newsgroup_body_UMAP,subject_organization_newsgroup_body_PaCMAP,-0.006,1.0,-0.1267,0.1148,False
from_newsgroup_body_UMAP,subject_organization_newsgroup_body_UMAP,-0.0252,1.0,-0.1459,0.0956,False
from_organization_body_PCA,from_organization_body_PaCMAP,-0.1897,0.0,-0.3104,-0.0689,True
from_organization_body_PCA,from_organization_body_UMAP,-0.1976,0.0,-0.3184,-0.0769,True
from_organization_body_PCA,from_organization_newsgroup_body_PCA,0.0016,1.0,-0.1191,0.1224,False
from_organization_body_PCA,from_organization_newsgroup_body_PaCMAP,-0.1701,0.0,-0.2909,-0.0494,True
from_organization_body_PCA,from_organization_newsgroup_body_UMAP,-0.1785,0.0,-0.2992,-0.0577,True
from_organization_body_PCA,newsgroup_body_PCA,0.0219,1.0,-0.0988,0.1427,False
from_organization_body_PCA,newsgroup_body_PaCMAP,-0.1658,0.0001,-0.2866,-0.0451,True
from_organization_body_PCA,newsgroup_body_UMAP,-0.1804,0.0,-0.3011,-0.0596,True
from_organization_body_PCA,organization_body_PCA,0.0042,1.0,-0.1166,0.125,False
from_organization_body_PCA,organization_body_PaCMAP,-0.2252,0.0,-0.346,-0.1045,True
from_organization_body_PCA,organization_body_UMAP,-0.2376,0.0,-0.3583,-0.1168,True
from_organization_body_PCA,organization_newsgroup_body_PCA,0.0157,1.0,-0.105,0.1365,False
from_organization_body_PCA,organization_newsgroup_body_PaCMAP,-0.18,0.0,-0.3008,-0.0593,True
from_organization_body_PCA,organization_newsgroup_body_UMAP,-0.1978,0.0,-0.3186,-0.0771,True
from_organization_body_PCA,subject_body_PCA,-0.0008,1.0,-0.1216,0.1199,False
from_organization_body_PCA,subject_body_PaCMAP,-0.1978,0.0,-0.3186,-0.0771,True
from_organization_body_PCA,subject_body_UMAP,-0.2122,0.0,-0.333,-0.0915,True
from_organization_body_PCA,subject_from_body_PCA,-0.0023,1.0,-0.1231,0.1184,False
from_organization_body_PCA,subject_from_body_PaCMAP,-0.1783,0.0,-0.2991,-0.0576,True
from_organization_body_PCA,subject_from_body_UMAP,-0.1818,0.0,-0.3025,-0.061,True
from_organization_body_PCA,subject_from_newsgroup_body_PCA,0.0044,1.0,-0.1164,0.1251,False
from_organization_body_PCA,subject_from_newsgroup_body_PaCMAP,-0.1618,0.0001,-0.2826,-0.0411,True
from_organization_body_PCA,subject_from_newsgroup_body_UMAP,-0.1792,0.0,-0.3,-0.0585,True
from_organization_body_PCA,subject_from_organization_body_PCA,-0.0067,1.0,-0.1275,0.114,False
from_organization_body_PCA,subject_from_organization_body_PaCMAP,-0.1806,0.0,-0.3013,-0.0598,True
from_organization_body_PCA,subject_from_organization_body_UMAP,-0.1795,0.0,-0.3002,-0.0587,True
from_organization_body_PCA,subject_from_organization_newsgroup_body_PCA,-0.0009,1.0,-0.1216,0.1199,False
from_organization_body_PCA,subject_from_organization_newsgroup_body_PaCMAP,-0.1637,0.0001,-0.2845,-0.043,True
from_organization_body_PCA,subject_from_organization_newsgroup_body_UMAP,-0.1787,0.0,-0.2994,-0.0579,True
from_organization_body_PCA,subject_newsgroup_body_PCA,0.0138,1.0,-0.107,0.1346,False
from_organization_body_PCA,subject_newsgroup_body_PaCMAP,-0.1745,0.0,-0.2953,-0.0538,True
from_organization_body_PCA,subject_newsgroup_body_UMAP,-0.1955,0.0,-0.3162,-0.0747,True
from_organization_body_PCA,subject_organization_body_PCA,-0.0024,1.0,-0.1231,0.1184,False
from_organization_body_PCA,subject_organization_body_PaCMAP,-0.2015,0.0,-0.3223,-0.0808,True
from_organization_body_PCA,subject_organization_body_UMAP,-0.2051,0.0,-0.3259,-0.0844,True
from_organization_body_PCA,subject_organization_newsgroup_body_PCA,0.0075,1.0,-0.1133,0.1282,False
from_organization_body_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1772,0.0,-0.2979,-0.0564,True
from_organization_body_PCA,subject_organization_newsgroup_body_UMAP,-0.1963,0.0,-0.3171,-0.0756,True
from_organization_body_PaCMAP,from_organization_body_UMAP,-0.008,1.0,-0.1287,0.1128,False
from_organization_body_PaCMAP,from_organization_newsgroup_body_PCA,0.1913,0.0,0.0706,0.3121,True
from_organization_body_PaCMAP,from_organization_newsgroup_body_PaCMAP,0.0195,1.0,-0.1012,0.1403,False
from_organization_body_PaCMAP,from_organization_newsgroup_body_UMAP,0.0112,1.0,-0.1096,0.1319,False
from_organization_body_PaCMAP,newsgroup_body_PCA,0.2116,0.0,0.0909,0.3324,True
from_organization_body_PaCMAP,newsgroup_body_PaCMAP,0.0238,1.0,-0.0969,0.1446,False
from_organization_body_PaCMAP,newsgroup_body_UMAP,0.0093,1.0,-0.1114,0.1301,False
from_organization_body_PaCMAP,organization_body_PCA,0.1939,0.0,0.0731,0.3146,True
from_organization_body_PaCMAP,organization_body_PaCMAP,-0.0356,1.0,-0.1563,0.0852,False
from_organization_body_PaCMAP,organization_body_UMAP,-0.0479,1.0,-0.1687,0.0729,False
from_organization_body_PaCMAP,organization_newsgroup_body_PCA,0.2054,0.0,0.0846,0.3261,True
from_organization_body_PaCMAP,organization_newsgroup_body_PaCMAP,0.0096,1.0,-0.1111,0.1304,False
from_organization_body_PaCMAP,organization_newsgroup_body_UMAP,-0.0082,1.0,-0.1289,0.1126,False
from_organization_body_PaCMAP,subject_body_PCA,0.1888,0.0,0.0681,0.3096,True
from_organization_body_PaCMAP,subject_body_PaCMAP,-0.0081,1.0,-0.1289,0.1126,False
from_organization_body_PaCMAP,subject_body_UMAP,-0.0226,1.0,-0.1433,0.0982,False
from_organization_body_PaCMAP,subject_from_body_PCA,0.1873,0.0,0.0666,0.3081,True
from_organization_body_PaCMAP,subject_from_body_PaCMAP,0.0113,1.0,-0.1094,0.1321,False
from_organization_body_PaCMAP,subject_from_body_UMAP,0.0079,1.0,-0.1129,0.1286,False
from_organization_body_PaCMAP,subject_from_newsgroup_body_PCA,0.194,0.0,0.0733,0.3148,True
from_organization_body_PaCMAP,subject_from_newsgroup_body_PaCMAP,0.0278,1.0,-0.0929,0.1486,False
from_organization_body_PaCMAP,subject_from_newsgroup_body_UMAP,0.0105,1.0,-0.1103,0.1312,False
from_organization_body_PaCMAP,subject_from_organization_body_PCA,0.1829,0.0,0.0622,0.3037,True
from_organization_body_PaCMAP,subject_from_organization_body_PaCMAP,0.0091,1.0,-0.1116,0.1299,False
from_organization_body_PaCMAP,subject_from_organization_body_UMAP,0.0102,1.0,-0.1105,0.131,False
from_organization_body_PaCMAP,subject_from_organization_newsgroup_body_PCA,0.1888,0.0,0.0681,0.3096,True
from_organization_body_PaCMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0259,1.0,-0.0948,0.1467,False
from_organization_body_PaCMAP,subject_from_organization_newsgroup_body_UMAP,0.011,1.0,-0.1097,0.1318,False
from_organization_body_PaCMAP,subject_newsgroup_body_PCA,0.2035,0.0,0.0827,0.3242,True
from_organization_body_PaCMAP,subject_newsgroup_body_PaCMAP,0.0152,1.0,-0.1056,0.1359,False
from_organization_body_PaCMAP,subject_newsgroup_body_UMAP,-0.0058,1.0,-0.1266,0.1149,False
from_organization_body_PaCMAP,subject_organization_body_PCA,0.1873,0.0,0.0665,0.3081,True
from_organization_body_PaCMAP,subject_organization_body_PaCMAP,-0.0119,1.0,-0.1326,0.1089,False
from_organization_body_PaCMAP,subject_organization_body_UMAP,-0.0154,1.0,-0.1362,0.1053,False
from_organization_body_PaCMAP,subject_organization_newsgroup_body_PCA,0.1971,0.0,0.0764,0.3179,True
from_organization_body_PaCMAP,subject_organization_newsgroup_body_PaCMAP,0.0125,1.0,-0.1082,0.1333,False
from_organization_body_PaCMAP,subject_organization_newsgroup_body_UMAP,-0.0067,1.0,-0.1274,0.1141,False
from_organization_body_UMAP,from_organization_newsgroup_body_PCA,0.1993,0.0,0.0785,0.32,True
from_organization_body_UMAP,from_organization_newsgroup_body_PaCMAP,0.0275,1.0,-0.0933,0.1483,False
from_organization_body_UMAP,from_organization_newsgroup_body_UMAP,0.0191,1.0,-0.1016,0.1399,False
from_organization_body_UMAP,newsgroup_body_PCA,0.2196,0.0,0.0988,0.3403,True
from_organization_body_UMAP,newsgroup_body_PaCMAP,0.0318,1.0,-0.089,0.1525,False
from_organization_body_UMAP,newsgroup_body_UMAP,0.0173,1.0,-0.1035,0.138,False
from_organization_body_UMAP,organization_body_PCA,0.2018,0.0,0.0811,0.3226,True
from_organization_body_UMAP,organization_body_PaCMAP,-0.0276,1.0,-0.1484,0.0931,False
from_organization_body_UMAP,organization_body_UMAP,-0.0399,1.0,-0.1607,0.0808,False
from_organization_body_UMAP,organization_newsgroup_body_PCA,0.2133,0.0,0.0926,0.3341,True
from_organization_body_UMAP,organization_newsgroup_body_PaCMAP,0.0176,1.0,-0.1032,0.1383,False
from_organization_body_UMAP,organization_newsgroup_body_UMAP,-0.0002,1.0,-0.121,0.1206,False
from_organization_body_UMAP,subject_body_PCA,0.1968,0.0,0.076,0.3175,True
from_organization_body_UMAP,subject_body_PaCMAP,-0.0002,1.0,-0.1209,0.1206,False
from_organization_body_UMAP,subject_body_UMAP,-0.0146,1.0,-0.1354,0.1061,False
from_organization_body_UMAP,subject_from_body_PCA,0.1953,0.0,0.0745,0.316,True
from_organization_body_UMAP,subject_from_body_PaCMAP,0.0193,1.0,-0.1015,0.1401,False
from_organization_body_UMAP,subject_from_body_UMAP,0.0158,1.0,-0.1049,0.1366,False
from_organization_body_UMAP,subject_from_newsgroup_body_PCA,0.202,0.0,0.0812,0.3227,True
from_organization_body_UMAP,subject_from_newsgroup_body_PaCMAP,0.0358,1.0,-0.085,0.1566,False
from_organization_body_UMAP,subject_from_newsgroup_body_UMAP,0.0184,1.0,-0.1023,0.1392,False
from_organization_body_UMAP,subject_from_organization_body_PCA,0.1909,0.0,0.0701,0.3116,True
from_organization_body_UMAP,subject_from_organization_body_PaCMAP,0.0171,1.0,-0.1037,0.1378,False
from_organization_body_UMAP,subject_from_organization_body_UMAP,0.0182,1.0,-0.1026,0.1389,False
from_organization_body_UMAP,subject_from_organization_newsgroup_body_PCA,0.1968,0.0,0.076,0.3175,True
from_organization_body_UMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0339,1.0,-0.0869,0.1546,False
from_organization_body_UMAP,subject_from_organization_newsgroup_body_UMAP,0.019,1.0,-0.1018,0.1397,False
from_organization_body_UMAP,subject_newsgroup_body_PCA,0.2114,0.0,0.0907,0.3322,True
from_organization_body_UMAP,subject_newsgroup_body_PaCMAP,0.0231,1.0,-0.0976,0.1439,False
from_organization_body_UMAP,subject_newsgroup_body_UMAP,0.0021,1.0,-0.1186,0.1229,False
from_organization_body_UMAP,subject_organization_body_PCA,0.1953,0.0,0.0745,0.316,True
from_organization_body_UMAP,subject_organization_body_PaCMAP,-0.0039,1.0,-0.1247,0.1168,False
from_organization_body_UMAP,subject_organization_body_UMAP,-0.0075,1.0,-0.1282,0.1133,False
from_organization_body_UMAP,subject_organization_newsgroup_body_PCA,0.2051,0.0,0.0843,0.3258,True
from_organization_body_UMAP,subject_organization_newsgroup_body_PaCMAP,0.0205,1.0,-0.1003,0.1412,False
from_organization_body_UMAP,subject_organization_newsgroup_body_UMAP,0.0013,1.0,-0.1195,0.122,False
from_organization_newsgroup_body_PCA,from_organization_newsgroup_body_PaCMAP,-0.1718,0.0,-0.2925,-0.051,True
from_organization_newsgroup_body_PCA,from_organization_newsgroup_body_UMAP,-0.1801,0.0,-0.3009,-0.0594,True
from_organization_newsgroup_body_PCA,newsgroup_body_PCA,0.0203,1.0,-0.1005,0.141,False
from_organization_newsgroup_body_PCA,newsgroup_body_PaCMAP,-0.1675,0.0,-0.2882,-0.0467,True
from_organization_newsgroup_body_PCA,newsgroup_body_UMAP,-0.182,0.0,-0.3028,-0.0613,True
from_organization_newsgroup_body_PCA,organization_body_PCA,0.0025,1.0,-0.1182,0.1233,False
from_organization_newsgroup_body_PCA,organization_body_PaCMAP,-0.2269,0.0,-0.3477,-0.1061,True
from_organization_newsgroup_body_PCA,organization_body_UMAP,-0.2392,0.0,-0.36,-0.1185,True
from_organization_newsgroup_body_PCA,organization_newsgroup_body_PCA,0.0141,1.0,-0.1067,0.1348,False
from_organization_newsgroup_body_PCA,organization_newsgroup_body_PaCMAP,-0.1817,0.0,-0.3025,-0.0609,True
from_organization_newsgroup_body_PCA,organization_newsgroup_body_UMAP,-0.1995,0.0,-0.3202,-0.0787,True
from_organization_newsgroup_body_PCA,subject_body_PCA,-0.0025,1.0,-0.1232,0.1183,False
from_organization_newsgroup_body_PCA,subject_body_PaCMAP,-0.1995,0.0,-0.3202,-0.0787,True
from_organization_newsgroup_body_PCA,subject_body_UMAP,-0.2139,0.0,-0.3346,-0.0931,True
from_organization_newsgroup_body_PCA,subject_from_body_PCA,-0.004,1.0,-0.1248,0.1168,False
from_organization_newsgroup_body_PCA,subject_from_body_PaCMAP,-0.18,0.0,-0.3007,-0.0592,True
from_organization_newsgroup_body_PCA,subject_from_body_UMAP,-0.1834,0.0,-0.3042,-0.0627,True
from_organization_newsgroup_body_PCA,subject_from_newsgroup_body_PCA,0.0027,1.0,-0.118,0.1235,False
from_organization_newsgroup_body_PCA,subject_from_newsgroup_body_PaCMAP,-0.1635,0.0001,-0.2842,-0.0427,True
from_organization_newsgroup_body_PCA,subject_from_newsgroup_body_UMAP,-0.1809,0.0,-0.3016,-0.0601,True
from_organization_newsgroup_body_PCA,subject_from_organization_body_PCA,-0.0084,1.0,-0.1291,0.1124,False
from_organization_newsgroup_body_PCA,subject_from_organization_body_PaCMAP,-0.1822,0.0,-0.303,-0.0615,True
from_organization_newsgroup_body_PCA,subject_from_organization_body_UMAP,-0.1811,0.0,-0.3019,-0.0604,True
from_organization_newsgroup_body_PCA,subject_from_organization_newsgroup_body_PCA,-0.0025,1.0,-0.1233,0.1182,False
from_organization_newsgroup_body_PCA,subject_from_organization_newsgroup_body_PaCMAP,-0.1654,0.0001,-0.2861,-0.0446,True
from_organization_newsgroup_body_PCA,subject_from_organization_newsgroup_body_UMAP,-0.1803,0.0,-0.3011,-0.0596,True
from_organization_newsgroup_body_PCA,subject_newsgroup_body_PCA,0.0121,1.0,-0.1086,0.1329,False
from_organization_newsgroup_body_PCA,subject_newsgroup_body_PaCMAP,-0.1762,0.0,-0.2969,-0.0554,True
from_organization_newsgroup_body_PCA,subject_newsgroup_body_UMAP,-0.1971,0.0,-0.3179,-0.0764,True
from_organization_newsgroup_body_PCA,subject_organization_body_PCA,-0.004,1.0,-0.1248,0.1167,False
from_organization_newsgroup_body_PCA,subject_organization_body_PaCMAP,-0.2032,0.0,-0.3239,-0.0824,True
from_organization_newsgroup_body_PCA,subject_organization_body_UMAP,-0.2068,0.0,-0.3275,-0.086,True
from_organization_newsgroup_body_PCA,subject_organization_newsgroup_body_PCA,0.0058,1.0,-0.1149,0.1266,False
from_organization_newsgroup_body_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1788,0.0,-0.2996,-0.058,True
from_organization_newsgroup_body_PCA,subject_organization_newsgroup_body_UMAP,-0.198,0.0,-0.3188,-0.0772,True
from_organization_newsgroup_body_PaCMAP,from_organization_newsgroup_body_UMAP,-0.0084,1.0,-0.1291,0.1124,False
from_organization_newsgroup_body_PaCMAP,newsgroup_body_PCA,0.1921,0.0,0.0713,0.3128,True
from_organization_newsgroup_body_PaCMAP,newsgroup_body_PaCMAP,0.0043,1.0,-0.1165,0.125,False
from_organization_newsgroup_body_PaCMAP,newsgroup_body_UMAP,-0.0102,1.0,-0.131,0.1105,False
from_organization_newsgroup_body_PaCMAP,organization_body_PCA,0.1743,0.0,0.0536,0.2951,True
from_organization_newsgroup_body_PaCMAP,organization_body_PaCMAP,-0.0551,0.9999,-0.1759,0.0656,False
from_organization_newsgroup_body_PaCMAP,organization_body_UMAP,-0.0674,0.9899,-0.1882,0.0533,False
from_organization_newsgroup_body_PaCMAP,organization_newsgroup_body_PCA,0.1858,0.0,0.0651,0.3066,True
from_organization_newsgroup_body_PaCMAP,organization_newsgroup_body_PaCMAP,-0.0099,1.0,-0.1307,0.1108,False
from_organization_newsgroup_body_PaCMAP,organization_newsgroup_body_UMAP,-0.0277,1.0,-0.1484,0.0931,False
from_organization_newsgroup_body_PaCMAP,subject_body_PCA,0.1693,0.0,0.0485,0.29,True
from_organization_newsgroup_body_PaCMAP,subject_body_PaCMAP,-0.0277,1.0,-0.1484,0.0931,False
from_organization_newsgroup_body_PaCMAP,subject_body_UMAP,-0.0421,1.0,-0.1629,0.0786,False
from_organization_newsgroup_body_PaCMAP,subject_from_body_PCA,0.1678,0.0,0.047,0.2885,True
from_organization_newsgroup_body_PaCMAP,subject_from_body_PaCMAP,-0.0082,1.0,-0.129,0.1126,False
from_organization_newsgroup_body_PaCMAP,subject_from_body_UMAP,-0.0117,1.0,-0.1324,0.1091,False
from_organization_newsgroup_body_PaCMAP,subject_from_newsgroup_body_PCA,0.1745,0.0,0.0537,0.2953,True
from_organization_newsgroup_body_PaCMAP,subject_from_newsgroup_body_PaCMAP,0.0083,1.0,-0.1125,0.1291,False
from_organization_newsgroup_body_PaCMAP,subject_from_newsgroup_body_UMAP,-0.0091,1.0,-0.1298,0.1117,False
from_organization_newsgroup_body_PaCMAP,subject_from_organization_body_PCA,0.1634,0.0001,0.0426,0.2841,True
from_organization_newsgroup_body_PaCMAP,subject_from_organization_body_PaCMAP,-0.0104,1.0,-0.1312,0.1103,False
from_organization_newsgroup_body_PaCMAP,subject_from_organization_body_UMAP,-0.0093,1.0,-0.1301,0.1114,False
from_organization_newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_PCA,0.1693,0.0,0.0485,0.29,True
from_organization_newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0064,1.0,-0.1144,0.1271,False
from_organization_newsgroup_body_PaCMAP,subject_from_organization_newsgroup_body_UMAP,-0.0085,1.0,-0.1293,0.1122,False
from_organization_newsgroup_body_PaCMAP,subject_newsgroup_body_PCA,0.1839,0.0,0.0632,0.3047,True
from_organization_newsgroup_body_PaCMAP,subject_newsgroup_body_PaCMAP,-0.0044,1.0,-0.1251,0.1164,False
from_organization_newsgroup_body_PaCMAP,subject_newsgroup_body_UMAP,-0.0253,1.0,-0.1461,0.0954,False
from_organization_newsgroup_body_PaCMAP,subject_organization_body_PCA,0.1678,0.0,0.047,0.2885,True
